id,userid,courseid,finalgrade,timemodified
239,27,2,80.1,1784729208
240,28,2,86.0,1776666329
241,29,2,82.2,1790652202
242,30,2,96.6,1755040343
243,31,2,78.8,1775417249
244,32,2,91.1,1770607619
245,33,2,95.8,1793368204
246,34,2,86.0,1770308802
247,36,2,83.1,1773114340
248,39,2,99.7,1785022645
249,40,2,89.1,1759019496
250,41,2,95.6,1772969500
251,42,2,88.6,1770564890
252,44,2,84.3,1765979712
253,45,2,81.2,1780745019
254,47,2,98.5,1767888447
255,48,2,83.2,1783882924
256,49,2,85.0,1747639816
257,50,2,95.4,1764356354
258,51,2,93.3,1764318092
259,52,2,91.5,1761283435
260,53,2,96.4,1760202215
261,54,2,87.3,1769583060
262,55,2,79.1,1769779790
263,57,2,91.1,1786218062
264,58,2,93.8,1773094031
265,59,2,83.3,1778443298
266,60,2,89.5,1765578508
267,63,2,79.0,1759589337
268,64,2,85.9,1776380981
269,65,2,91.8,1762729181
270,66,2,80.9,1754754372
271,67,2,81.9,1794623125
272,68,2,91.9,1786587917
273,69,2,78.8,1776432817
274,71,2,89.3,1777690779
275,72,2,78.8,1785655065
276,73,2,97.0,1751721534
277,74,2,87.6,1755603788
278,75,2,85.5,1766272368
279,76,2,98.3,1785984117
280,78,2,99.9,1788824646
281,79,2,79.8,1782102181
282,80,2,93.8,1763075667
283,81,2,78.9,1785298235
284,82,2,84.0,1769729301
285,84,2,89.3,1777412620
286,85,2,81.1,1780864148
287,87,2,86.1,1787224216
288,88,2,81.4,1771392611
289,89,2,94.8,1762249779
290,90,2,84.9,1772837562
291,92,2,86.5,1775494324
292,93,2,93.5,1783237187
293,94,2,82.4,1769440707
294,95,2,97.8,1775273903
295,96,2,92.7,1781579963
296,97,2,97.6,1780842344
297,98,2,81.8,1768883356
298,99,2,95.4,1756152942
299,100,2,90.2,1779384334
300,102,2,79.4,1774488062
301,103,2,89.6,1784483803
302,106,2,85.6,1774956642
303,108,2,87.5,1780758860
304,109,2,89.4,1764698667
305,110,2,85.6,1784638273
306,112,2,99.0,1789652853
307,113,2,89.7,1781544561
308,114,2,81.4,1788906875
309,115,2,85.4,1781376892
310,116,2,79.8,1752504588
311,117,2,92.3,1784263998
312,118,2,78.7,1775872463
313,119,2,99.0,1792007456
314,121,2,93.1,1750236535
315,122,2,82.5,1774195925
316,123,2,94.2,1764315960
317,125,2,80.3,1761060913
318,126,2,83.5,1784950425
319,127,2,97.0,1764391392
320,130,2,94.8,1773001410
321,131,2,97.3,1774964389
322,132,2,89.1,1771129066
323,133,2,79.1,1773834008
324,134,2,92.8,1788089131
325,135,2,87.5,1781010855
326,136,2,86.1,1770947597
327,137,2,86.0,1781610691
328,138,2,94.8,1778843271
329,140,2,86.7,1765001278
330,141,2,94.6,1759931718
331,142,2,78.9,1759934133
332,143,2,89.4,1769731489
333,146,2,94.3,1790048500
334,147,2,89.7,1776251043
335,148,2,86.1,1776642363
336,151,2,91.1,1762216654
337,152,2,90.7,1777311214
338,153,2,89.5,1755879459
339,154,2,81.3,1767818663
340,155,2,82.2,1758798908
341,156,2,93.2,1772487892
342,157,2,97.2,1768634924
343,158,2,89.4,1770102934
344,160,2,88.1,1776577394
345,161,2,95.7,1763185250
346,162,2,84.1,1781634788
347,164,2,93.2,1761001467
348,165,2,98.5,1783703721
349,166,2,90.6,1771749764
350,168,2,84.4,1779623185
351,169,2,98.3,1765700174
352,170,2,82.4,1771230236
353,172,2,94.3,1783676833
354,173,2,83.0,1791296328
355,174,2,93.8,1777748626
356,175,2,99.2,1760642225
357,176,2,98.6,1781407543
358,177,2,94.6,1783030452
359,178,2,98.0,1758581914
360,179,2,94.3,1771318221
361,180,2,87.2,1777456640
362,183,2,97.3,1782452969
363,184,2,98.4,1774192041
364,185,2,90.0,1790305347
365,187,2,95.8,1772947101
366,188,2,83.7,1775406847
367,189,2,90.5,1765543545
368,190,2,97.7,1784183588
369,191,2,86.8,1761665716
370,194,2,94.6,1783121919
371,195,2,78.3,1784255171
372,196,2,92.7,1752741059
373,197,2,98.3,1778313533
374,198,2,92.1,1780283446
375,199,2,82.8,1759861664
376,200,2,86.2,1792854228
377,203,2,97.2,1761188523
378,204,2,79.7,1766161301
379,205,2,97.9,1784890127
380,206,2,85.2,1754852596
381,207,2,93.8,1764061998
382,209,2,89.3,1777853687
383,210,2,92.8,1784892369
384,211,2,96.0,1779861241
385,212,2,87.3,1753345315
386,213,2,98.6,1762934888
387,215,2,94.8,1779472463
388,216,2,86.2,1764087785
389,217,2,86.3,1770154856
390,218,2,80.9,1768375584
391,219,2,86.6,1784027507
392,221,2,88.2,1786731939
393,222,2,96.1,1765666444
394,223,2,82.1,1780278985
395,224,2,95.8,1774125948
396,225,2,83.3,1775476042
397,226,2,91.2,1787083213
398,227,2,86.8,1779966617
399,228,2,81.1,1781410450
400,229,2,85.0,1775151236
401,230,2,83.2,1767649750
402,232,2,79.3,1770735602
403,234,2,90.2,1788453996
404,235,2,92.8,1788150517
405,236,2,87.0,1760631749
406,237,2,88.4,1770278495
407,238,2,95.7,1771659362
408,239,2,90.3,1785613215
409,240,2,85.3,1770099941
410,241,2,80.0,1774506594
411,242,2,86.3,1786497880
412,243,2,82.1,1777230713
413,244,2,82.8,1769306336
414,247,2,94.4,1780343118
415,249,2,98.1,1779297704
416,250,2,88.3,1787290451
417,251,2,89.3,1762265744
418,252,2,94.8,1773171479
419,253,2,87.1,1765559831
420,254,2,78.4,1750876391
421,255,2,84.5,1757740748
422,256,2,96.3,1778886320
423,257,2,83.7,1762213891
424,259,2,94.1,1783580279
425,260,2,88.7,1759740713
426,261,2,99.1,1793022134
427,264,2,96.5,1776669487
428,265,2,82.8,1751619021
429,266,2,92.7,1789944924
430,267,2,78.3,1785662320
431,268,2,89.6,1780838465
432,272,2,89.5,1749025905
433,273,2,95.9,1763668810
434,274,2,99.1,1763675548
435,275,2,84.6,1785254742
436,276,2,94.7,1779751157
437,277,2,88.5,1789517964
438,278,2,89.0,1766512587
439,1,3,83.1,1758814049
440,2,3,88.5,1776413222
441,3,3,97.8,1773384460
442,4,3,78.3,1787641403
443,5,3,98.4,1780162921
444,6,3,96.4,1775594202
445,8,3,95.4,1773170793
446,9,3,79.2,1762628465
447,11,3,86.7,1781254657
448,12,3,95.2,1763662380
449,13,3,98.7,1797441739
450,14,3,86.4,1796856782
451,15,3,93.7,1765832406
452,16,3,81.4,1788912236
453,17,3,78.1,1773307260
454,18,3,80.2,1786648175
455,19,3,90.2,1804496188
456,20,3,90.2,1764714064
457,22,3,86.5,1788317878
458,25,3,81.7,1777478176
459,26,3,79.4,1769134730
460,27,3,95.2,1789699128
461,29,3,82.3,1807300353
462,30,3,85.3,1764781908
463,32,3,99.4,1787253037
464,33,3,82.4,1810501318
465,35,3,91.9,1803646083
466,37,3,86.0,1789906404
467,38,3,82.0,1772388627
468,39,3,98.7,1785704405
469,41,3,92.8,1781182542
470,42,3,92.5,1784375542
471,45,3,98.3,1790602317
472,46,3,95.4,1777935877
473,48,3,80.4,1781621176
474,49,3,92.2,1769662201
475,51,3,99.2,1762866650
476,52,3,82.9,1764955438
477,53,3,90.7,1778609724
478,54,3,90.9,1808447598
479,55,3,88.6,1775108533
480,58,3,88.0,1780301400
481,59,3,80.1,1793347343
482,60,3,84.6,1756200555
483,61,3,92.3,1794463864
484,62,3,89.4,1784001231
485,63,3,99.1,1795011153
486,64,3,82.1,1766169769
487,65,3,97.4,1778130173
488,66,3,93.5,1759442964
489,67,3,90.7,1783102517
490,68,3,85.2,1788169961
491,69,3,89.6,1798755195
492,70,3,86.6,1806467140
493,71,3,91.6,1800058179
494,72,3,98.2,1793339663
495,73,3,80.6,1777491506
496,74,3,81.1,1808831146
497,75,3,86.4,1789807715
498,76,3,98.2,1808532005
499,77,3,88.8,1778806191
500,78,3,91.6,1772035326
501,80,3,99.2,1791631162
502,81,3,88.8,1795539292
503,82,3,79.8,1769602890
504,83,3,78.7,1764754417
505,84,3,90.4,1792860944
506,85,3,80.5,1802743931
507,86,3,89.9,1783392937
508,87,3,90.0,1793425834
509,88,3,94.5,1799056302
510,90,3,87.7,1752013778
511,91,3,82.6,1787006490
512,92,3,91.9,1785702021
513,93,3,95.9,1789738403
514,94,3,84.2,1779597382
515,95,3,84.4,1792924622
516,97,3,81.0,1753469237
517,98,3,99.8,1771016465
518,99,3,83.5,1764902702
519,101,3,81.1,1797180800
520,102,3,87.9,1795718554
521,104,3,93.3,1779673059
522,105,3,85.2,1797617211
523,106,3,94.1,1752016405
524,107,3,96.7,1784129380
525,108,3,96.1,1797051867
526,109,3,85.4,1771744356
527,110,3,95.3,1793895186
528,111,3,80.2,1773817565
529,112,3,98.4,1780679111
530,113,3,82.5,1788753287
531,114,3,84.6,1807676292
532,116,3,86.2,1776313485
533,117,3,91.8,1797154831
534,118,3,92.4,1783673516
535,119,3,79.7,1799317926
536,120,3,78.2,1788442764
537,122,3,88.5,1756414970
538,123,3,80.3,1776246786
539,124,3,95.0,1784116310
540,125,3,81.1,1789808633
541,126,3,81.6,1794534109
542,127,3,98.2,1767549244
543,128,3,79.9,1765206191
544,129,3,94.1,1787933692
545,130,3,83.5,1786751482
546,131,3,91.2,1782995619
547,132,3,78.6,1808392424
548,134,3,94.5,1759232578
549,135,3,88.9,1788370795
550,136,3,79.6,1788388799
551,137,3,98.5,1794844557
552,139,3,81.8,1779908552
553,141,3,83.8,1776088642
554,142,3,89.1,1775164866
555,143,3,87.3,1783428060
556,144,3,91.6,1772742619
557,145,3,98.3,1787733937
558,146,3,86.6,1793546701
559,148,3,87.6,1810030219
560,149,3,79.9,1789576379
561,150,3,79.2,1795301231
562,151,3,80.6,1781413719
563,152,3,88.9,1771223703
564,153,3,81.7,1762303286
565,156,3,84.0,1793510910
566,157,3,91.8,1773154479
567,158,3,89.0,1768008708
568,159,3,95.0,1770536052
569,160,3,83.0,1781399293
570,161,3,83.4,1766027281
571,162,3,81.9,1785350995
572,163,3,87.2,1778645463
573,164,3,84.0,1771362828
574,165,3,92.8,1802923849
575,166,3,99.6,1793996563
576,167,3,97.1,1785187301
577,168,3,90.2,1776692736
578,169,3,95.3,1799617453
579,170,3,91.0,1765525020
580,171,3,94.1,1788734419
581,174,3,96.5,1797950836
582,176,3,80.3,1790150112
583,177,3,99.1,1794957983
584,178,3,80.0,1780853530
585,180,3,88.1,1796003308
586,181,3,80.9,1783754840
587,182,3,79.4,1803034737
588,183,3,83.7,1767816903
589,185,3,88.0,1782358670
590,187,3,81.4,1762485610
591,188,3,80.7,1788830714
592,189,3,84.8,1778481682
593,190,3,95.8,1786655763
594,191,3,78.9,1804656793
595,192,3,93.6,1781841664
596,193,3,92.9,1757443353
597,195,3,90.2,1795413406
598,196,3,95.7,1755516982
599,197,3,80.9,1780312523
600,198,3,98.6,1799444105
601,199,3,78.5,1769790387
602,201,3,80.7,1793348053
603,202,3,87.5,1777471052
604,203,3,93.0,1785989406
605,204,3,84.0,1779451229
606,205,3,91.6,1794454812
607,206,3,97.4,1793529874
608,207,3,81.0,1782846163
609,209,3,95.5,1771760227
610,211,3,85.6,1789981889
611,212,3,82.0,1778281582
612,213,3,79.3,1781238448
613,214,3,100.0,1798653446
614,215,3,83.3,1802202164
615,217,3,90.7,1773361781
616,218,3,81.9,1775672679
617,221,3,90.4,1805159770
618,222,3,89.9,1795873747
619,223,3,83.1,1772455801
620,224,3,85.3,1771081227
621,226,3,79.3,1789786895
622,227,3,95.0,1768796818
623,229,3,86.7,1782991242
624,230,3,99.5,1775645820
625,231,3,99.1,1788432066
626,232,3,93.3,1795966555
627,234,3,86.3,1787131714
628,235,3,94.0,1787669023
629,238,3,85.0,1792456179
630,239,3,90.4,1785862443
631,240,3,83.2,1765986369
632,241,3,96.1,1772912067
633,242,3,87.8,1794987361
634,243,3,85.7,1752998859
635,244,3,86.5,1759192412
636,246,3,85.7,1784344464
637,248,3,83.0,1807110510
638,250,3,98.9,1769386948
639,251,3,81.5,1782978278
640,253,3,97.7,1799819138
641,254,3,81.6,1792550306
642,255,3,85.3,1768661584
643,256,3,93.9,1790715808
644,257,3,84.5,1769695753
645,258,3,96.5,1771842955
646,259,3,79.9,1799492289
647,260,3,82.4,1785104467
648,261,3,99.5,1792699021
649,262,3,88.4,1785655456
650,263,3,90.0,1787095823
651,265,3,87.7,1775155831
652,267,3,92.7,1799751530
653,268,3,87.1,1804253928
654,269,3,96.5,1767679441
655,270,3,93.1,1799217107
656,271,3,88.5,1771777838
657,273,3,95.6,1796856101
658,274,3,98.9,1777981309
659,276,3,80.8,1768846629
660,1,4,90.2,1781003297
661,4,4,89.5,1806278772
662,5,4,90.5,1776550366
663,7,4,95.3,1784666279
664,9,4,88.7,1802712494
665,10,4,86.9,1770473709
666,11,4,78.9,1796371786
667,12,4,79.1,1782863393
668,13,4,78.4,1786280580
669,14,4,96.5,1776416556
670,15,4,81.0,1773776645
671,16,4,83.9,1762485484
672,17,4,87.7,1759721497
673,18,4,94.7,1797780478
674,20,4,93.6,1776028737
675,22,4,82.2,1777867323
676,24,4,93.5,1794323666
677,26,4,93.0,1785853755
678,27,4,81.9,1791576936
679,28,4,85.6,1789050353
680,29,4,80.0,1810568626
681,30,4,95.2,1800131131
682,31,4,92.9,1781291045
683,32,4,97.0,1771707001
684,33,4,98.1,1799282174
685,34,4,82.9,1776139816
686,36,4,87.3,1781749230
687,37,4,82.8,1791628172
688,38,4,86.7,1794158922
689,39,4,99.3,1803121169
690,40,4,91.4,1797671728
691,41,4,85.4,1776836601
692,42,4,83.7,1759861209
693,44,4,97.8,1790238278
694,46,4,81.1,1805632726
695,47,4,83.7,1779434091
696,48,4,90.8,1778770029
697,50,4,89.8,1782890171
698,52,4,96.5,1775334053
699,53,4,88.4,1779569597
700,54,4,94.8,1776502153
701,55,4,92.4,1791117553
702,56,4,87.3,1763673535
703,57,4,84.5,1806218219
704,58,4,90.8,1790188688
705,59,4,89.0,1755970622
706,60,4,87.1,1770561891
707,61,4,85.5,1787709091
708,63,4,95.1,1768660847
709,64,4,84.9,1780864339
710,65,4,94.7,1787275272
711,66,4,95.3,1798014299
712,67,4,91.9,1798977829
713,69,4,94.1,1760275418
714,71,4,92.9,1758588721
715,72,4,97.3,1811050996
716,73,4,91.0,1786821481
717,75,4,91.1,1775636843
718,77,4,85.9,1779997782
719,79,4,82.9,1788269389
720,80,4,91.0,1772207137
721,81,4,95.4,1797392489
722,82,4,91.7,1795973215
723,83,4,92.4,1773251953
724,84,4,87.8,1779870808
725,85,4,82.5,1786882493
726,86,4,92.6,1784299943
727,87,4,93.4,1798408677
728,89,4,80.5,1769324762
729,90,4,95.1,1765403593
730,92,4,78.9,1777796817
731,93,4,85.3,1778793581
732,94,4,96.4,1763459681
733,95,4,95.1,1782452382
734,96,4,92.2,1785100547
735,98,4,97.2,1758601859
736,99,4,84.9,1799646843
737,100,4,78.2,1775534747
738,101,4,85.9,1794929171
739,102,4,86.2,1778622970
740,103,4,99.2,1797464230
741,104,4,95.6,1795180091
742,106,4,99.6,1759132545
743,107,4,88.6,1803022078
744,108,4,86.4,1800009109
745,109,4,97.4,1792034969
746,111,4,87.7,1788161402
747,112,4,93.5,1770151646
748,113,4,93.9,1790549521
749,115,4,93.4,1800829035
750,116,4,88.6,1762411530
751,117,4,96.5,1786365845
752,119,4,89.1,1784499521
753,120,4,79.6,1776775946
754,121,4,79.1,1777074419
755,122,4,96.0,1786233935
756,123,4,87.9,1773871546
757,124,4,99.6,1770151973
758,125,4,87.1,1788930436
759,126,4,95.4,1754162422
760,127,4,90.4,1797037192
761,128,4,86.0,1761983537
762,129,4,85.3,1785506131
763,130,4,86.0,1807572693
764,131,4,82.9,1789707423
765,133,4,86.2,1799798710
766,136,4,91.4,1790735893
767,138,4,93.8,1777086392
768,139,4,96.4,1805596781
769,140,4,88.1,1769687256
770,141,4,78.1,1788300812
771,142,4,96.5,1784039602
772,143,4,93.2,1781878630
773,145,4,97.4,1804570497
774,146,4,98.2,1795344002
775,147,4,99.4,1792115329
776,148,4,91.3,1794548064
777,149,4,96.9,1802765355
778,151,4,93.7,1787815630
779,153,4,89.1,1786439137
780,154,4,94.7,1784540963
781,155,4,93.6,1807680263
782,158,4,78.6,1770728458
783,159,4,83.9,1759230216
784,161,4,93.2,1759114747
785,162,4,85.9,1782056975
786,163,4,94.3,1795033476
787,164,4,86.6,1788341695
788,166,4,98.4,1777745503
789,168,4,79.2,1777685749
790,169,4,96.3,1770128943
791,170,4,86.1,1780889925
792,171,4,95.1,1776933755
793,172,4,99.6,1776376632
794,174,4,87.4,1773514007
795,175,4,96.6,1799624573
796,176,4,78.9,1772882324
797,177,4,91.5,1800139287
798,178,4,90.1,1778048164
799,179,4,82.8,1799089825
800,180,4,81.5,1799528066
801,181,4,82.9,1790233804
802,182,4,84.5,1781675728
803,183,4,99.9,1776790149
804,185,4,83.3,1788524901
805,187,4,86.4,1771935159
806,188,4,89.9,1766518488
807,190,4,87.8,1790445363
808,192,4,81.7,1784108950
809,193,4,91.8,1757285831
810,194,4,97.0,1786124384
811,195,4,96.2,1792873174
812,196,4,92.2,1788150749
813,197,4,78.5,1782982329
814,198,4,79.2,1765616264
815,199,4,96.1,1780913441
816,200,4,91.9,1796771716
817,201,4,80.6,1790261602
818,202,4,94.6,1766691547
819,203,4,85.9,1780364723
820,204,4,84.6,1800993419
821,205,4,86.4,1776686918
822,206,4,89.7,1757672875
823,207,4,84.5,1801990590
824,208,4,86.2,1785390460
825,209,4,81.1,1792181330
826,210,4,89.8,1777518076
827,211,4,82.7,1766519354
828,213,4,96.4,1799383085
829,214,4,96.7,1792397987
830,216,4,79.6,1789701767
831,217,4,94.0,1771491061
832,218,4,92.8,1770645120
833,219,4,97.8,1772351059
834,220,4,92.5,1781406210
835,221,4,86.0,1804878534
836,222,4,84.9,1772577732
837,223,4,87.6,1804764275
838,224,4,97.3,1782717901
839,225,4,88.7,1775421816
840,226,4,96.5,1782633545
841,227,4,82.3,1774619728
842,228,4,97.6,1769217261
843,229,4,90.7,1774531806
844,230,4,90.1,1769585990
845,232,4,86.6,1782376999
846,233,4,80.9,1764653067
847,234,4,89.0,1790588181
848,236,4,94.7,1757978553
849,237,4,98.9,1782082060
850,239,4,78.9,1765676741
851,240,4,86.1,1775767897
852,241,4,86.5,1793572534
853,243,4,93.5,1768697833
854,245,4,90.5,1772757263
855,246,4,92.4,1788394147
856,247,4,99.4,1791245565
857,248,4,88.7,1787830584
858,249,4,97.4,1791939883
859,250,4,92.2,1797223632
860,251,4,91.2,1788081940
861,252,4,95.8,1785273983
862,253,4,88.5,1769483424
863,254,4,78.5,1776616546
864,255,4,81.0,1756023780
865,257,4,89.4,1786456745
866,261,4,99.8,1791475996
867,262,4,91.2,1795164088
868,264,4,81.7,1791657502
869,266,4,86.5,1793448022
870,267,4,93.1,1802781444
871,268,4,88.5,1788025016
872,269,4,89.1,1799806530
873,270,4,97.8,1783265865
874,271,4,92.3,1789509919
875,272,4,93.3,1771860645
876,274,4,91.0,1780551648
877,275,4,90.7,1810649429
878,276,4,98.0,1768867796
879,277,4,87.0,1794530897
880,278,4,90.7,1765279519
881,279,4,82.5,1794167050
882,280,4,81.4,1784430764
883,1,5,87.3,1755804290
884,2,5,86.7,1751805933
885,3,5,88.6,1749014782
886,4,5,99.7,1757596174
887,5,5,94.2,1770880689
888,6,5,87.8,1765869150
889,7,5,89.2,1772435075
890,8,5,93.3,1776372968
891,9,5,78.1,1756906320
892,10,5,87.6,1760169523
893,11,5,91.4,1756306541
894,12,5,91.5,1779640756
895,13,5,79.3,1778640804
896,14,5,87.7,1751901662
897,15,5,84.3,1775642393
898,16,5,93.4,1762395398
899,17,5,83.3,1773735898
900,18,5,95.2,1780657099
901,19,5,82.4,1748860456
902,20,5,90.1,1753944342
903,21,5,85.7,1751755168
904,22,5,99.2,1761496047
905,23,5,83.7,1767075505
906,24,5,89.1,1779133111
907,25,5,99.0,1750877740
908,26,5,83.5,1773474420
909,27,5,94.9,1761729000
910,29,5,97.0,1781608120
911,30,5,91.9,1777138933
912,31,5,95.6,1762424209
913,32,5,78.2,1765356284
914,33,5,86.8,1778507102
915,34,5,98.5,1777264019
916,35,5,83.9,1773168022
917,36,5,89.0,1758120838
918,37,5,82.5,1776487332
919,38,5,85.8,1771255155
920,39,5,92.9,1757835048
921,40,5,99.1,1758489271
922,41,5,88.8,1763313292
923,42,5,88.8,1769886444
924,43,5,86.8,1772069034
925,44,5,95.6,1758359969
926,45,5,85.6,1750226228
927,46,5,99.5,1780751224
928,47,5,78.2,1778545661
929,48,5,85.2,1779873005
930,49,5,83.8,1769502122
