id,userid,course,timeenrolled,timecompleted
289,47,4,1767122389,1771269589.0
290,48,4,1775083297,1781217697.0
291,49,4,1759853861,1766510261.0
292,50,4,1756464289,1759574689.0
293,51,4,1779140628,1780782228.0
294,52,4,1767334761,1769581161.0
295,53,4,1776108883,1777577683.0
296,54,4,1765941198,
297,55,4,1770726486,1777807686.0
298,56,4,1772386300,1777480300.0
299,57,4,1774837259,
300,58,4,1767708758,
301,59,4,1769504055,1773993255.0
302,60,4,1762902559,1768777759.0
303,61,4,1780623357,
304,62,4,1758173893,
305,63,4,1774638934,
306,64,4,1770612224,
307,65,4,1775309202,1776173202.0
308,66,4,1760907113,1761771113.0
309,67,4,1778704062,1783024062.0
310,68,4,1766641112,1771652312.0
311,69,4,1766442472,
312,70,4,1780207862,1782540662.0
313,71,4,1780388716,
314,72,4,1778902360,1780025560.0
315,73,4,1770987144,1772455944.0
316,74,4,1770696672,1776136272.0
317,75,4,1774018196,1778424596.0
318,76,4,1780058661,1786020261.0
319,77,4,1760450898,1767625698.0
320,78,4,1763400041,
321,79,4,1777650221,1779551021.0
322,80,4,1759376361,1764131961.0
323,81,4,1759584959,1764081359.0
324,82,4,1762745575,1763523175.0
325,83,4,1758583582,1763857582.0
326,84,4,1771198580,1773009380.0
327,85,4,1779695242,1787125642.0
328,86,4,1762582016,1767938816.0
329,87,4,1773405150,1779798750.0
330,88,4,1773173690,
331,89,4,1773072546,
332,90,4,1766730750,1773120750.0
333,91,4,1773593204,1775753204.0
334,92,4,1778703444,1785961044.0
335,93,4,1775234960,1782751760.0
336,94,4,1771089878,
337,95,4,1772010633,
338,96,4,1778952141,1786468941.0
339,97,4,1765994341,1773507541.0
340,98,4,1769038205,1775169005.0
341,99,4,1771665313,1776327313.0
342,100,4,1779796082,
343,101,4,1778530751,1784665151.0
344,102,4,1756974893,
345,103,4,1768539602,
346,104,4,1762998809,1769133209.0
347,105,4,1776738590,1781058590.0
348,106,4,1769815231,1770852031.0
349,107,4,1773267114,1779574314.0
350,108,4,1772399913,
351,109,4,1772711424,1773831024.0
352,110,4,1777503695,1779145295.0
353,111,4,1779776064,1787033664.0
354,112,4,1775247899,1777407899.0
355,113,4,1767744252,1772669052.0
356,114,4,1757205101,1763947901.0
357,115,4,1756170771,
358,116,4,1766169946,
359,117,4,1778359294,1784752894.0
360,118,4,1761536177,1762317377.0
361,119,4,1776560313,1782521913.0
362,120,4,1779671990,1783473590.0
363,64,5,1776461713,
364,65,5,1769819074,1772238274.0
365,66,5,1779388440,
366,67,5,1780641063,
367,68,5,1772293513,1774881913.0
368,69,5,1762024097,1764187697.0
369,70,5,1777657536,1779558336.0
370,71,5,1774430579,1776072179.0
371,72,5,1779316086,
372,73,5,1771764073,1774438873.0
373,74,5,1778503663,1780145263.0
374,75,5,1759780595,1763931395.0
375,76,5,1776021049,
376,77,5,1771337792,
377,78,5,1769535932,1772905532.0
378,79,5,1772637701,
379,80,5,1764196239,1766701839.0
380,81,5,1763653764,1766245764.0
381,82,5,1774258695,1774949895.0
382,84,5,1778196719,1779579119.0
383,85,5,1779079365,
384,86,5,1772838754,1777327954.0
385,87,5,1773939519,
386,89,5,1779245892,1783825092.0
387,90,5,1775890971,
388,1,6,1769179262,1772289662.0
389,2,6,1768776433,1772318833.0
390,3,6,1763174813,1764557213.0
391,4,6,1763398002,1766249202.0
392,5,6,1779944693,1782536693.0
393,6,6,1765460013,1768829613.0
394,7,6,1773848700,1776527100.0
395,8,6,1780339982,1781290382.0
396,9,6,1771920847,1774336447.0
397,10,6,1768988025,1770543225.0
398,11,6,1765691254,
399,12,6,1759935903,1761231903.0
400,13,6,1773915443,1776075443.0
401,14,6,1774435023,
402,15,6,1771098818,1774637618.0
403,16,6,1774525438,1776685438.0
404,17,6,1760343092,
405,18,6,1777916480,1780681280.0
406,19,6,1778799323,1780354523.0
407,20,6,1766325103,
408,21,6,1772955396,
409,22,6,1766755092,1768310292.0
410,23,6,1779958366,1782118366.0
411,24,6,1778412429,1781436429.0
412,25,6,1763097905,
413,26,6,1759191542,1760055542.0
414,27,6,1769198184,1770666984.0
415,28,6,1776890308,1779914308.0
416,29,6,1778527438,
417,30,6,1780445449,1781827849.0
418,31,6,1779356391,1780306791.0
419,32,6,1766919783,1768993383.0
420,33,6,1777135257,
421,34,6,1777437674,1779424874.0
422,35,6,1767860994,1770020994.0
423,36,6,1773419585,1774715585.0
424,37,6,1775847819,
425,38,6,1762127453,1764460253.0
426,39,6,1776430243,1778590243.0
427,40,6,1780139275,
428,41,6,1768819561,
429,42,6,1769209044,1770505044.0
430,43,6,1774731143,1777323143.0
431,44,6,1778651375,1779688175.0
432,45,6,1768112443,
433,46,6,1778630541,1779580941.0
434,47,6,1777177118,1780287518.0
435,48,6,1773451594,
436,49,6,1775290477,1776586477.0
437,50,6,1765734452,1766944052.0
438,51,6,1778966923,1780781323.0
439,52,6,1768099617,
440,53,6,1776068964,1779697764.0
441,54,6,1763048989,1764085789.0
442,55,6,1773127807,
443,56,6,1771438746,1773854346.0
444,57,6,1780636066,
445,58,6,1772885666,1774610066.0
446,59,6,1758942200,1762229000.0
447,60,6,1768885741,1771132141.0
448,61,6,1778549292,1780795692.0
449,62,6,1769225671,1772076871.0
450,63,6,1769009345,1771342145.0
451,64,6,1766764223,
452,65,6,1763359861,1765951861.0
453,66,6,1759963171,1761172771.0
454,67,6,1779414401,1781574401.0
455,68,6,1769732378,1771201178.0
456,69,6,1761107839,
457,70,6,1779944653,1782191053.0
458,71,6,1756267282,1759377682.0
459,72,6,1780003133,1780867133.0
460,73,6,1773129648,
461,74,6,1775835990,1776959190.0
462,75,6,1764998775,
463,76,6,1776894410,1780523210.0
464,77,6,1776074013,1779443613.0
465,78,6,1780223499,
466,79,6,1776195232,1777318432.0
467,80,6,1756347960,1758939960.0
468,81,6,1767960796,1771330396.0
469,82,6,1772714915,
470,83,6,1777760779,1781130379.0
471,84,6,1778479679,1781244479.0
472,85,6,1779337146,1781756346.0
473,86,6,1768563841,1770810241.0
474,87,6,1775528365,1776737965.0
475,88,6,1773568448,
476,89,6,1765607935,1768804735.0
477,90,6,1771847466,
478,91,6,1761573307,1762440907.0
479,92,6,1767124776,1769803176.0
480,93,6,1779857862,1781067462.0
481,94,6,1763787648,1766638848.0
482,95,6,1772814054,
483,96,6,1771721436,
484,97,6,1776864593,1780061393.0
485,98,6,1776879275,1780421675.0
486,99,6,1777057713,
487,100,6,1774911110,1778107910.0
488,101,6,1772321692,1774132492.0
489,102,6,1773473469,
490,103,6,1777150469,1780347269.0
491,104,6,1777390098,
492,105,6,1765652702,1768417502.0
493,106,6,1757220661,
494,107,6,1776818677,1779842677.0
495,108,6,1779898141,1783440541.0
496,109,6,1780577191,1781700391.0
497,110,6,1777995394,1781451394.0
498,111,6,1772088048,1774503648.0
499,112,6,1770909585,
500,113,6,1771311364,1774504564.0
501,114,6,1777395099,
502,115,6,1766466878,1767503678.0
503,116,6,1772847101,
504,117,6,1780317377,
505,118,6,1756327017,
506,119,6,1779726913,
507,120,6,1762635757,
